pale,[peil],"n.栅栏, 界线, 范围, (围篱用的)尖板条//adj.苍白的, 暗淡的, 无力的//vi.变苍白, 失色//vt.使变苍白, 使失色, 用栅栏围"
pan,[pAn],"n.平底锅, 盘子, 面板"
pancake,[5pAnkeik],n.薄烤饼
panel,[5pAnl],"n.面板, 嵌板, 仪表板, 座谈小组, 全体陪审员//vt.嵌镶板"
paper,[5peipE],"n.纸, 报纸, 文件, 证件, 论文, 考卷//vt.用纸糊(墙壁等), 用纸包装//adj.纸的, 象纸的, 纸上的"
paperwork,[5peipEwE:k],n.文书工作
pardon,[5pB:dn],"vt.原谅, 宽恕//n.原谅, 宽恕"
parent,[5pZErEnt],"n.双亲, 父亲(或母亲)系"
park,[pB:k],"n.公园, 停车场, 炮场//vt.停放(汽车等)?环外命中"
parrot,[5pArEt],"n.鹦鹉, 学舌者, 机械模仿别人的人//vt.学舌"
part,[pB:t],"n.部分, 局部, 零件, 角色//vt.分开, 分离, 分配//vi.分开, 断裂, 分手//adv.部分地, 有几分//adj.部分的, 局部的"
part-time,[],"adj.兼职的, 部分时间的//adv.部分时间, 兼职地"
particular,[pE5tikjulE],"n.细节, 详细//adj.特殊的, 特别的, 独特的, 详细的, 精确的, 挑剔"
partly,[5pB:tli],"adv.部分, 几分"
partner,[5pB:tnE],"n.合伙人, 股东, 舞伴, 伴侣//vt.与...合伙, 组成一对//vi.做伙伴, 当助手"
party,[5pB:ti],"n.党, 政党, 随行人员, [律]当事人, 社交会"
pass,[pB:s],"n.经过, 关口, 途径, 护照, 通行证, 入场券, 传球, 及格//vt.通过, 审查通过, 忽略, 传递//vi.经过, 变化, 流通, 宣判, 被忽略, 终止, 传递, 不叫牌"
pass by,[],"v.经过, 掠过"
passage,[5pAsidV],"n.通过, 经过, 通道, 通路, (一)段, (一)节"
passenger,[5pAsindVE],"n.乘客, 旅客"
passerby,[pB:sE5bai],"n.过路人, 行人"
passport,[5pB:spC:t],n.护照
past,[pB:st],"n.过去, 往时//adj.过去的, 结束的//prep.越过, 晚于//vbl.pass的过去分词"
path,[pB:W],"n.小路, 小径, 路线, 轨道, 通道"
patience,[5peiFEns],"n.耐性, 忍耐"
patient,[5peiFEnt],"n.病人, 患者//adj.忍耐的, 耐心的"
pattern,[5pAtEn],"n.模范, 式样, 模式, 样品, 格调, 图案//vt.模仿, 仿造, 以图案装饰//vi.形成图案"
pause,[pC:z],"n.中止, 暂停, 休止符//vi.暂停, 中止, 停顿, 踌躇//n.暂停//n.DOS命令：暂停批文件处理, 在继续处理之前等待按任一键"
pay,[pei],"n.薪水, 工资//v.支付, 交纳, 给予, 有利, 值得, 合算"
pay attention (to),[],注意
pay back,[],"v.偿还(借款), 报答, 报复"
pay for sth.,[],付钱；支付；付出代价
pay off,[],"v.还清(债务等)付清, 报复, 赢利"
pay...a visit,[],*访问
peace,[pi:s],"n.和平, 和睦, 安宁, 静寂//vi.安静下来"
peaceful,[5pi:sful],"adj.和平的, 平静的, 安宁的, 爱好和平的"
peacefully,[5pisfuli],*a.和平地；安宁地
peach,[pi:tF],"n.桃子, 桃树, 桃色, <美俚>受人喜欢的人(或物)//vt.告发//vi.告密"
pear,[pZE],"n.梨子, 梨树"
peasant,[5pezEnt],"n.农夫, 乡下人"
pen,[pen],"n.钢笔, 围栏, 围圈, 作家//vt.写, 关入栏中"
pencil,[5pensl],n.铅笔
penny,[5peni],"n.便士, <美> 分"
pension,[5penFEn],"n.养老金, 退休金"
people,[5pi:pl],"n.人, 人们, 民族, 人类, 公民//vt.使住（满）人"
per,[pE:; pE],"prep.每, 每一, 由, 经"
percent,[pE5sent],"n.百分比, 百分数"
percentage,[pE5sentidV],"n.百分数, 百分率, 百分比"
perfect,[5pE:fikt],"n.完成式//adj.完美的, 全然的, 理想的, 正确的, 熟练的, 精通的完成式的//vt.使完美, 修改, 使熟练"
perform,[pE5fC:m],"vt.履行, 执行, 表演, 演出//v.完成任务"
performance,[pE5fC:mEns],"n.履行, 执行, 成绩, 性能, 表演, 演奏"
performer,[pE5fC:mE(r)? 表演; 演出],n.表演者
perhaps,[pE5hAps],"adv.或许, 多半"
period,[5piEriEd],"n.时期, 学时, 节, 句点, 周期, （妇女的）经期//adj.过去某段时期的//int.没有了"
permission,[pE(:)5miFEn],"n.许可, 允许"
permit,[pE(:)5mit],"n.通行证, 许可证, 执照//v.许可, 允许, 准许"
person,[5pE:sn],"n.人, 身体, 容貌, [语法]人称"
personal,[5pE:sEnl],"adj.私人的, 个人的, 亲自的, 容貌的, 身体的, 人身的, 针对个人的//adj.[语法]人称的"
personally,[5pE:sEnEli],adv.亲自
persuade,[pE5sweid],"v.说服, 劝说, (使)相信, 劝某人做(不做)某事"
pest,[pest],n.有害物
pet,[pet],"n.宠物, 受宠爱的人, 不悦//adj.宠爱的, 亲昵的//vt.宠爱//vi.拥抱, 爱抚, 生气, 发脾气"
petrol,[5petrEl],n.<英>汽油（=<美>gasoline）
photo\photograph,[],n.照片
photocopier,[5fEutEukCpiE(r)的],n.影印机
photographer,[fE5tCgrEfE],摄影师//n.摄影师
phrase,[freiz],"n.短语, 习语, 惯用语, 成语, 措词//vt.用短语表达"
physical,[5fizikEl],"adj.身体的, 物质的, 自然的, 物理的//n.体格检查"
physics,[5fiziks],n.物理学
pianist,[5piEnist; 5pjAnist],"n.钢琴家, 钢琴演奏家"
piano,[pi5B:nEu; 5pjB:-],n.钢琴
pick,[pik],"n.精选, 掘, 鹤嘴锄//vt.摘, 掘, 凿, 挑选, 挖, 挑剔//vi.摘, 掘, 凿, 挖, 挑选//v.拾取"
pick out,[],v.挑选
pick up,[],"v.掘地, 捡起, 获得, 使恢复精神, 加快, 看到, 随便地认识, 加速"
picnic,[5piknik],n.野餐//vi.(去)野餐
picture,[5piktFE],"n.画, 图画, 照片, 像, 美景, 描述, 相似物, 化身//vt.画, 描绘"
pie,[pai],"n.馅饼, 杂乱, 喜鹊, 爱说话的人//vt.弄乱"
piece,[pi:s],"n.块, 件, 片, 篇, 张, 条, 硬币//vt.接合, 修补, 凑合"
pig,[pig],"n.猪, 猪肉, 贪婪的人//v.生小猪, 贪婪地吃"
pile,[pail],"n.堆, 大堆, 高大建筑, <美口>大量钱财, <美>[核]反应堆, [电]电池组//vi.堆起, 堆积, 积累, 挤//vt.堆于, 累积, 堆叠, 打桩于, 用桩支撑"
pillow,[5pilEu],"n.枕头, 枕垫"
pilot,[5pailEt],"n.飞行员, 领航员, 引水员//vt.驾驶(飞机等), 领航, 引水//v.驾驶"
pin,[pin],"n.钉, 销, 栓, 大头针, 别针, 腿//vt.钉住, 别住, 阻止, 扣牢, 止住, 牵制"
pink,[piNk],"n.粉红色, 石竹花, 化身, 极致, 精华//adj.粉红的//vt.刺, 扎, 刺痛, 使变粉红色//vi.变粉红色"
pioneer,[7paiE5niE],"n.先驱, 倡导者, 先遣兵, 先锋"
pipe,[paip],"n.管, 导管, 烟斗, 管乐器, 笛声//vt.以管输送, 吹哨子//vi.吹笛, 尖叫"
pity,[5piti],"v.(觉得)可怜//n.憾事, 怜悯, 同情"
place,[pleis],"n.地方, 地点, 位置, 职位, 处境, 住所, 地位//vt.放置, 寄予, 任命//vi.名次列前"
plain,[plein],"n.平原, 草原//adj.简单的, 明白的, 平常的, 清晰的, 普通的, 朴素的//adv.清楚地//n.[计] 无格式"
plan,[plAn],"n.计划, 设计图, 平面图//vt.计划, 设计"
plane,[plein],"n.平面, 飞机, 水平, 程度, 刨//adj.平的, 平面的//v.刨, 刨平"
planet,[5plAnit],n.[天]行星
plant,[plB:nt],"n.植物, 庄稼, 工厂, 车间, 设备//vt.种植, 栽培, 培养, 安置//vi.种植"
plastic,[5plAstik; plB:stik],"n.塑胶, 可塑体, 塑料制品, 整形//adj.塑胶的, 塑造的, 有可塑性的, 造形的, (外科)整形的"
plate,[pleit],"n.盘子, 金属板, 图版, 金银餐具//vt.镀（金, 银等）, 电镀, 给...装钢板"
platform,[5plAtfC:m],"n.(车站)月台, 讲台, 讲坛//平台"
play,[plei],"n.游戏, 比赛, 运动, 赌博, 剧本//v.玩, 扮演, 播放, 进行比赛//v.播放"
play a part in,[],"与...有关,对...有影响"
play a trick on,[],捉弄
play the piano,[],*弹钢琴
play the role of,[],v.担任...角色
player,[5pleiE],"n.做游戏的人, 比赛者, 演员, 演奏者, 表演者"
playground,[5pleigraund],"n.运动场, 操场"
playmate,[5pleimeit],"n.玩伴, 游伴"
pleasant,[5plezEnt],"adj.令人愉快的, 舒适的"
please,[pli:z],"adj.满足的//vt.请//v.使喜欢, 中...的意, 使满足, 取悦"
pleased,[pli:zd],"adj.高兴的, 满足的"
pleasure,[5pleVE],"n.愉快, 快乐, 乐事, 乐趣, 意志, 愿望"
plenty,[5plenti],"n.丰富, 大量"
plenty of,[],adj.许多
plough,[plau],"n.犁//v.耕, 犁, 犁耕, 费力穿过, 艰苦前进, 在考试中淘汰"
pocket,[5pCkit],"n.衣袋, 口袋, 钱, 财//vt.装...在口袋里, 隐藏(感情), 据为己有, 击...入袋//adj.袖珍的, 小型的"
poem,[5pEuim; 5pEuem],"n.诗, 象诗一样, 美丽的东西"
poet,[5pEuit; 5pEuet],n.诗人
point,[pCint],"n.点, 尖端, 分数, 要点, 分数//vt.弄尖, 指向, 指出, 瞄准, 加标点于//vi.指, 指向, 表明"
point out,[],v.指出
point to,[],v.指向
poison,[5pCizn],"n.毒药, 败坏道德之事, 毒害//vt.毒害, 败坏, 使中毒//vi.放毒, 下毒"
pole,[pEul],"n.棒, 柱, 杆, 竿, 极, 磁极, 电极//vt.用竿支撑, 用棒推//vi.撑篙"
police,[pE5li:s],"n.警察队, 警察机关, 公安部门//vt.管辖, 维持治安//adj.警察的, 有关警察的"
policeman,[pE5li:smEn],n.警察
polite,[pE5lait],"adj.有礼貌的, 客气的, 有教养的, 文雅的"
political,[pE5litikEl],"adj.政治的, 行政上的"
politician,[pCli5tiFEn],"n.政治家, 政客"
politics,[5pClitiks],"n.政治, 政治学, 政纲, 政见"
pollute,[pE5lu:t; -5lju:t],"vt.弄脏, 污染"
pollution,[pE5lu:FEn; -5lju:-],"n.污染, 玷污"
polonium,[pE5lEuniEm],n.[化] 钋
pool,[pu:l],"n.池, 撞球, 联营, 石油层//vt.合伙经营, 共享, 共有, 集中(钱、力量等), 采掘, 汇聚成//vi.汇合成塘, 郁积, 联营"
poor,[puE],"adj.贫穷的, 可怜的, 乏味的, 卑鄙的"
pop music,[],*流行音乐
pop star,[],*流行歌手；歌星
popular,[5pCpjulE],"adj.通俗的, 流行的, 受欢迎的"
population,[7pCpju5leiFEn],n.人口
port,[pC:t],"n.港口, 舱门, 左舷, 避风港, 枪眼//vt.左转舵, 持(枪)//vi.转舵左//n.端口"
position,[pE5ziFEn],"n.位置, 职位, 立场, 形势, 阵地//vt.安置, 决定...的位置"
possess,[pE5zes],"vt.占有, 拥有, 持有, 摆布, 支配"
possession,[pE5zeFEn],"n.拥有, 占有, 所有, 着迷, 领土, 领地, 财产(常用复数), 自制"
possibility,[7pCsi5biliti],"n.可能性, 可能发生的事物"
possible,[5pCsEbl],"adj.可能的, 可能存在或发生的"
possibly,[5pCsEbli],"adv.可能地, 或者"
post,[pEust],"n.柱, 邮件, 岗位, 职位, 邮政//vt.张贴, 揭示, 邮递, 布置//vi.快速旅行//adv.加速地//abbr.[军] Passive Optical Seeker Technique, 被动光学自导的导弹技术"
post office,[],n.邮局
postcard,[5pEustkB:d],"n.明信片, 风景明信片"
poster,[5pEustE],"n.海报, 招贴, (布告, 标语, 海报等的)张贴者"
postman,[5pEustmEn],n.邮差
pot,[pCt],"n.罐, 壶//v.罐装"
potato,[pE5teitEu],n.马铃薯
pound,[paund],"n.磅, 英镑, 重击, 鱼塘, 兽栏, 拘留所//vt.强烈打击, 捣烂, 监禁, 关入栏//vi.连续重击, 连续敲打, 苦干"
pour,[pC:; pCE],"v.灌注, 倾泻, 涌入, 流, 倾盆大雨"
powder,[5paudE],"n.粉, 粉末, 火药, 尘土//vt.搽粉于, 撒粉, 使成粉末//vi.搽粉, 变成粉末"
power,[5pauE],"n.能力, 力量, 动力, 权力, [数]幂, [物]功率//vt.使...有力量, 供以动力, 激励"
power station,[],n.发电所
powerful,[5pauEful],"adj.强大的, 有力的"
practical,[5prAktikEl],"adj.实际的, 实践的, 实用的, 应用的, 有实际经验的"
practice,[5prAktis],"n.实行, 实践, 实际, 惯例, 习惯, 练习, 实习, 开业"
practise,[5prAktis],"v.练习, 实习, 实践, 实行, 操持(专业等), 竭力想, 利用(某人之轻信等), 实施"
prairie,[5prZEri],"n.大草原, 牧场, <美方>林间小空地"
prairie dog,[],n.草原土拨鼠
praise,[preiz],"vt.赞扬, 歌颂, 称赞//n.赞扬, 赞美的话, 赞美, 荣耀, 称赞"
pray,[prei],"v.祈祷, 恳求, 请"
prayer,[prZE],n.祈祷
precious,[5preFEs],"adj.宝贵的, 贵重的, 珍爱的, 过于精致的, 珍爱的"
prefer,[pri5fE:],"vt.更喜欢, 宁愿"
preparation,[7prepE5reiFEn],"n.准备, 预备"
prepare,[pri5pZE],"v.准备, 预备, 有能力而且愿意"
present,[pri5zent],"n.赠品, 礼物, 现在, 瞄准//adj.现在的, 出席的, 当面的//vt.介绍, 引见, 给, 赠送, 上演, 提出, 呈现//vi.举枪瞄准"
president,[5prezidEnt],"n.总统, 会长, 校长, 行长"
press,[pres],"n.压, 按, 印刷, 压力, 拥挤, 紧握, 新闻//vt.压, 压榨, 紧抱, 逼迫//vi.压, 逼迫, 拥挤, 受压"
pretend,[pri5tend],"vt.假装, 装扮, (作为藉口或理由)伪称"
pretty,[5priti],"adj.漂亮的, 可爱的, 优美的, 机灵的, 恰当的"
prevent,[pri5vent],"v.防止, 预防"
prevent...from,[],*妨碍；防止；预防
price,[prais],"n.价格, 价钱, 代价//vt.给...定价, 问...的价格, 标明价格"
priceless,[5praislis],"adj.无价的, 极贵重的"
pride,[praid],"n.自豪, 自尊(心), 骄傲, 傲慢//vt.使自豪, 使自夸"
print,[print],"n.版, 印刷物, 印迹, 印章, 印刷业, 照片//v.印刷, 出版, 印于, 用印刷体写//[计]打印"
printer,[5printE],"n.印刷工, 打印机"
printing,[5printiN],"n.印刷, 印刷术, [纺]印花"
prison,[5prizn],n.监狱
prisoner,[5priznE],adj.囚犯的//n.战俘
private,[5praivit],"adj.私人的, 私有的, 私营的, 秘密的//n.士兵"
prize,[praiz],"n.奖赏, 奖金, 奖品, 捕获, 捕获物, 战利品//adj.得奖的//vt.珍视, 估价, 捕获, 撬, 撬开"
probable,[5prCbEbl],"adj.很可能的, 大概的"
probably,[5prCbEb(E)li],"adv.大概, 或许"
problem,[5prCblEm],"n.问题, 难题"
produce,[prE5dju:s],"n.产物, 农产品//vt.提出, 出示, 生产, 制造, 结(果实), 引起, 招致, 创作"
production,[prE5dQkFEn],"n.生产, 产品, 作品, (研究)成果"
professor,[prE5fesE],"n.教授, 公开表示信仰的人"
programme\program,[],n.节目；规划；计划；项目
progress,[5prEugres],"n.前进, 进步, 发展//vi.前进, 进步, 进行"
project,[5prCdVekt],"n.计划, 方案, 事业, 企业, 工程//v.设计, 计划, 投射, 放映, 射出, 发射(导弹等), 凸出"
promise,[5prCmis],"vt.允诺, 答应//n.允诺, 答应, 许诺"
pronounce,[prE5nauns],"v.发音, 宣告, 断言"
pronunciation,[prE7nQnsi5eiFEn],"n.发音, 读法"
proper,[5prCpE],"adj.适当的, 正确的, 固有的, 特有的, 有礼貌的, 正当的, 严格意义上的, 彻底的"
properly,[5prCpEli],"adv.适当地, 完全地"
protect,[prE5tekt],vt.保护
proud,[praud],"adj.自豪的, 得意的, 骄傲的, 妄自尊大的"
prove,[pru:v],"vt.证明, 证实, 检验, 考验//vi.原来(是), 证明(是)当的, 严格意义上"
provide,[prE5vaid],"v.供应, 供给, 准备, 预防, 规定"
province,[5prCvins],n.省(一个国家的大行政区)
public,[5pQblik],"n.公众, (特定的)人群, 公共场所//adj.公众的, 公共的, 公立的, 公用的"
publish,[5pQbliF],"v.出版, 刊印//vt.公布, 发表"
pull,[pul],"v.拉, 拖, 拔//n.拉, 拖, 拉力, 牵引力"
pump,[pQmp],"n.泵, 抽水机//vt.(用泵)抽(水), 抽吸"
punish,[5pQniF],"vt.惩罚, 处罚"
punishment,[5pQniFmEnt],"n.惩罚, 处罚, 惩处"
pupil,[5pju:pl; 5pju:pil],"n.学生, 小学生, 瞳孔"
pure,[pjuE],"adj.纯的, 纯粹的, 纯净的, 无垢的, 纯洁的, 完美的, 抽象的"
purpose,[5pE:pEs],"n.目的, 意图, 用途, 效果, 决心, 意志//vt.打算, 企图, 决心"
purse,[pE:s],n.钱包
push,[puF],"n.推, 推动, 奋发, 干劲, 进取心, 攻击//vt.推, 推动, 推行, 逼迫, 增加//vi.推, 推进, 增加, 努力争取"
push over,[],v.推倒
put,[pQt],"vt.放, 摆, 安置, 表达, 迫使, 移动, 提出, 赋予//vi.出发, 航行, 发芽, 击//n.掷, 投击, 笨蛋, 怪人//vbl.put的过去式和过去分词//adj.固定不动的"
put away,[],"v.放好, 储存...备用, 处理掉, 放弃, 抛弃"
put down,[],"v.放下, 拒绝, 镇压, 羞辱, 削减, 记下, 制止, 取缔"
put on,[],"v.穿上, 把...放在上, 装出, 假装, 增加, 欺骗, 添上, 使靠...维持生命"
put on performances,[],*演出
put on weight,[],v.体重增加
put out,[],"v.放出, 伸出, 生产, 消除, 打扰, 麻烦, 作出努力, 使退场"
put sth. down,[],把某物放下来
put up,[],"v.举起, 抬起, 进行, 提供, 表现出, 建造, 提名, 推举"
put...in prison,[],*把…投进监狱
puzzled,[],*a.迷惑的；困惑的
pyramid,[5pirEmid],"n.角锥、棱椎, 金字塔, 叠罗汉//v.(使)成金字塔状, (使)渐增, (使)上涨"
quake,[kweik],n.地震
quantity,[5kwCntiti],"n.量, 数量"
quarrel,[5kwCrEl],"n.吵架, 反目, 怨言, 争吵的原因//vi.吵架, 争论, 挑剔"
quarrel about,[],为(某事；某物)争吵
quarter,[5kwC:tE],"n.四分之一,方向, 地区, 方面, 季, 季度, 一刻钟//num.四分之一, 刻"
queen,[kwi:n],"n.王后, 女王"
question,[5kwestFEn],"n.问题, 疑问, 询问//v.询问, 审问, 怀疑"
quick,[kwik],"adj.快的, 迅速的, 敏捷的, 急剧的, 活泼的//adv.快//n.活人，生物, 要点, 本质, 核心, 感觉敏锐的部位"
quiet,[5kwaiEt],"adj.静止的, 宁静的, 从容的//n.安静, 闲适//vi.平静下来//vt.使平静, 使安心, 减轻(疑虑、恐惧等)部位"
quite,[kwait],"adv.相当, 完全, 十分, 彻底"
quiz,[kwiz],"n.测验, 提问, 恶作剧//v.对...进行测验, 盘问, 挖苦"
race,[reis],"n.种族, 种族气质, 种族特征, 赛跑, 急流, 姜根//vi.赛跑, 疾走//vt.与...赛跑, 使空转"
racial,[5reiFEl],"adj.人种的, 种族的, 种族间的"
racial discrimination,[],*种族歧视
radiation,[7reidi5eiFEn],"n.发散, 发光, 发热, 辐射, 放射, 放射线, 放射物"
radio,[5reidiEu],"n.<美>无线电通信, 无线电接收装置, 无线电广播设备//v.用无线电发送"
radioactive,[5reidiEu5Aktiv],"adj.放射性的, 有辐射能的"
radium,[5reidjEm],n.[化]镭
rail,[reil],"n.横杆, 围栏, 扶手, 铁轨//vt.以横木围栏, 铺铁轨//vi.责骂, 抱怨"
railway,[5reilwei],"n.[英] 铁道, 铁路"
rain,[rein],"n.雨, 下雨, 雨天//vi.下雨//vt.使大量落下, 大量地给"
raincoat,[5reinkEut],n.<美>雨衣
rainfall,[5reinfC:l],"n.降雨, 降雨量"
raise,[reiz],"n.上升, 高地, 提出//vt.升起, 唤起, 提高, 使出现, 解除, 饲养, 筹集, 使复活"
rapid,[5rApid],"adj.迅速的, 飞快的, 险峻的//n.急流, 高速交通工具, 高速交通网"
rather,[5rB:TE],"adv.宁愿, 宁可, 更正确, 更合适, 有点, 相当"
rather than,[],conj.胜于
ray,[rei],"n.光线, 闪烁, 微量//vi.射出光线, 浮现, 放射光线//vt.放射, 显出"
reach,[ri:tF],"n.延伸, 区域, 河段, 范围, (车子前后轴的)联接杆, 横风行驶//vt.到达, 达到, 伸出, 影响//vi.达到, 延伸, 伸出手, 传开"
read,[ri:d],"v.读, 阅读, 理解, 学习//adj.有学问的//n.读取//vbl.read的过去式和过去分词"
reading,[5ri:diN],"n.阅读, 知识, 读物, 表演, 对法律条文的解释//adj.阅读的"
ready,[5redi],"adj.有准备的, 准备完毕的, 甘心的, 情愿的, 现成的, 迅速的"
real,[5ri:El],"adj.真的, 真实的, 不动产的"
realize\realise,[],v.认识到；实现
really,[5riEli],"adv.真正地, 实在地, (表语气)真的吗?"
reason,[5ri:zn],"n.理由, 原因, 动机, 理智, 前提//vt.说服, 推论, 辩论//vi.推论, 劝说, 思考"
rebuild,[5ri:5bild],"v.重建, 改造, 复原, 重新组建"
receive,[ri5si:v],"vt.收到, 接到, 接收, 遭到, 受到, 接待, 接见"
